Row,Block,Tree,nursery_id,year_planted,guard_tree,check_tree,dead_tree,PLANTID,PLANTID_ALT1,ACCID,ACP,ACNO,ACS,kentville_block,origin,apple_id,type
19,South,25,6279,2013,0,0,0,"Canada Grise",,NULL,,NULL,,103,Kentville,583,NULL
16,North,7,6284,2013,0,0,0,"Gala Must Regal Prince",,NULL,,NULL,,103,Kentville,584,NULL
7,South,4,6285,2013,0,0,0,"Gala Must Regal Prince",,NULL,,NULL,,103,Kentville,584,NULL
12,North,7,6290,2013,0,0,1,"Ottawa 381",,NULL,,NULL,,103,Kentville,586,NULL
3,South,21,6291,2013,0,0,0,"Ottawa 381",,NULL,,NULL,,103,Kentville,586,NULL
10,North,29,6292,2013,0,0,0,Jonasty,,NULL,,NULL,,103,Kentville,587,NULL
8,South,43,6294,2013,0,0,1,Jonasty,,NULL,,NULL,,103,Kentville,587,NULL
15,North,45,6298,2013,0,0,1,Princesse,,NULL,,NULL,,103,Kentville,589,NULL
3,South,16,6300,2013,0,0,0,Princesse,,NULL,,NULL,,103,Kentville,589,NULL
4,North,25,6301,2013,0,0,0,Suntan,,18927,PI,589680,,103,Kentville,590,NULL
5,South,59,6303,2013,0,0,0,Suntan,,18927,PI,589680,,103,Kentville,590,NULL
16,North,43,6310,2013,0,0,0,Korona,,NULL,,NULL,,103,Kentville,592,NULL
2,South,16,6311,2013,0,0,0,Korona,,NULL,,NULL,,103,Kentville,592,NULL
14,North,13,6313,2013,0,0,0,Sinta,,22350,PI,589964,,103,Kentville,1238,NULL
9,South,22,6314,2013,0,0,0,Sinta,,22350,PI,589964,,103,Kentville,1238,NULL
16,North,6,6320,2013,0,0,0,S47-21-33,,NULL,,NULL,,84,Kentville,594,NULL
1,South,20,6321,2013,0,0,0,S47-21-33,,NULL,,NULL,,84,Kentville,594,NULL
14,North,46,6322,2013,0,0,0,S47-24-04,,NULL,,NULL,,84,Kentville,595,NULL
7,South,29,6324,2013,0,0,0,S47-24-04,,NULL,,NULL,,84,Kentville,595,NULL
19,North,11,6326,2013,0,0,1,S42-38-04,,NULL,,NULL,,84,Kentville,596,NULL
15,South,42,7001,2013,0,0,0,S42-38-04,,NULL,,NULL,,84,Kentville,596,NULL
17,North,5,7008,2013,0,0,0,S47-25-41,,NULL,,NULL,,84,Kentville,599,NULL
1,South,58,7010,2013,0,0,0,S47-25-41,,NULL,,NULL,,84,Kentville,599,NULL
1,North,12,7011,2013,0,0,1,S23-06-133,,NULL,,NULL,,103,Kentville,600,NULL
2,South,38,7012,2013,0,0,0,S23-06-133,,NULL,,NULL,,103,Kentville,600,NULL
2,North,55,7014,2013,0,0,0,S23-05-01,,NULL,,NULL,,103,Kentville,601,NULL
9,South,11,7016,2013,0,0,1,S23-05-01,,NULL,,NULL,,103,Kentville,601,NULL
15,North,31,7017,2013,0,0,0,S47-23-22,,NULL,,NULL,,84,Kentville,602,NULL
6,South,41,7019,2013,0,0,0,S47-23-22,,NULL,,NULL,,84,Kentville,602,NULL
18,North,27,7029,2013,0,0,0,S14-15-72,,NULL,,NULL,,103,Kentville,1235,NULL
17,South,11,7030,2013,0,0,0,S14-15-72,,NULL,,NULL,,103,Kentville,1235,NULL
8,North,8,7038,2013,0,0,0,S23-04-462,,NULL,,NULL,,103,Kentville,1236,NULL
19,South,6,7040,2013,0,0,0,S23-04-462,,NULL,,NULL,,103,Kentville,1236,NULL
10,North,18,7041,2013,0,0,0,S23-06-129,,NULL,,NULL,,103,Kentville,1237,NULL
8,North,31,7048,2013,0,0,0,S47-24-47,,NULL,,NULL,,84,Kentville,609,NULL
2,South,56,7049,2013,0,0,0,S47-24-47,,NULL,,NULL,,84,Kentville,609,NULL
16,North,12,7050,2013,0,0,1,S47-25-72,,NULL,,NULL,,84,Kentville,610,NULL
15,South,12,7052,2013,0,0,0,S47-25-72,,NULL,,NULL,,84,Kentville,610,NULL
16,North,56,7054,2013,0,0,0,S47-21-25,,NULL,,NULL,,84,Kentville,611,NULL
8,South,52,7055,2013,0,0,0,S47-21-25,,NULL,,NULL,,84,Kentville,611,NULL
9,South,1,7056,2013,1,0,0,S47-21-32,,NULL,,NULL,,84,Kentville,612,NULL
11,North,57,7057,2013,0,0,0,S47-21-32,,NULL,,NULL,,84,Kentville,612,NULL
10,South,48,7058,2013,0,0,1,S47-21-32,,NULL,,NULL,,84,Kentville,612,NULL
14,North,44,7063,2013,0,0,0,S47-20-38,,NULL,,NULL,,84,Kentville,614,NULL
15,South,30,7064,2013,0,0,0,S47-20-38,,NULL,,NULL,,84,Kentville,614,NULL
19,North,37,7065,2013,0,0,1,S42-61-05,,NULL,,NULL,,84,Kentville,615,NULL
2,South,9,7067,2013,0,0,0,S42-61-05,,NULL,,NULL,,84,Kentville,615,NULL
13,North,49,7068,2013,0,0,0,S41-11-03,,NULL,,NULL,,84,Kentville,616,NULL
18,South,10,7070,2013,0,0,0,S41-11-03,,NULL,,NULL,,84,Kentville,616,NULL
12,North,55,7072,2013,0,0,0,S42-28-05,,NULL,,NULL,,84,Kentville,617,NULL
7,South,7,7073,2013,0,0,1,S42-28-05,,NULL,,NULL,,84,Kentville,617,NULL
2,North,20,7083,2013,0,0,0,S42-39-10,,NULL,,NULL,,84,Kentville,621,NULL
12,South,49,7085,2013,0,0,1,S42-39-10,,NULL,,NULL,,84,Kentville,621,NULL
4,North,40,7086,2013,0,0,1,S47-12-44,,NULL,,NULL,,84,Kentville,622,NULL
11,South,55,7087,2013,0,0,1,S47-12-44,,NULL,,NULL,,84,Kentville,622,NULL
10,North,33,7092,2013,0,0,1,S42-08-08,,NULL,,NULL,,84,Kentville,624,NULL
10,South,29,7094,2013,0,0,0,S42-08-08,,NULL,,NULL,,84,Kentville,624,NULL
8,North,25,7101,2013,0,0,1,S42-48-06,,NULL,,NULL,,84,Kentville,627,NULL
3,South,43,7103,2013,0,0,1,S42-48-06,,NULL,,NULL,,84,Kentville,627,NULL
16,North,8,7105,2013,0,0,0,S47-21-84,,NULL,,NULL,,84,Kentville,628,NULL
5,South,5,7106,2013,0,0,0,S47-21-84,,NULL,,NULL,,84,Kentville,628,NULL
13,North,12,7108,2013,0,0,0,S47-25-51,,NULL,,NULL,,84,Kentville,629,NULL
5,South,49,7109,2013,0,0,1,S47-25-51,,NULL,,NULL,,84,Kentville,629,NULL
5,North,21,7110,2013,0,0,0,S47-25-05,,NULL,,NULL,,84,Kentville,630,NULL
9,South,54,7112,2013,0,0,0,S47-25-05,,NULL,,NULL,,84,Kentville,630,NULL
12,North,46,7113,2013,0,0,0,S47-21-29,,NULL,,NULL,,84,Kentville,631,NULL
10,South,10,7114,2013,0,0,0,S47-21-29,,NULL,,NULL,,84,Kentville,631,NULL
19,North,8,7116,2013,0,0,1,S47-25-48,,NULL,,NULL,,84,Kentville,632,NULL
14,South,50,7117,2013,0,0,1,S47-25-48,,NULL,,NULL,,84,Kentville,632,NULL
13,South,62,7118,2013,1,0,0,S47-25-48,,NULL,,NULL,,84,Kentville,632,NULL
13,North,37,7122,2013,0,0,0,S47-12-67,,NULL,,NULL,,84,Kentville,634,NULL
9,South,38,7124,2013,0,0,0,S47-12-67,,NULL,,NULL,,84,Kentville,634,NULL
18,North,28,7131,2013,0,0,0,S20-07-41,,NULL,,NULL,,103,Kentville,637,NULL
1,South,38,7133,2013,0,0,1,S20-07-41,,NULL,,NULL,,103,Kentville,637,NULL
11,North,34,7135,2013,0,0,0,S23-04-570,,NULL,,NULL,,103,Kentville,638,NULL
16,South,13,7136,2013,0,0,1,S23-04-570,,NULL,,NULL,,103,Kentville,638,NULL
18,North,41,7143,2013,0,0,0,S23-03-20,,NULL,,NULL,,103,Kentville,641,NULL
1,South,49,7144,2013,0,0,0,S23-03-20,,NULL,,NULL,,103,Kentville,641,NULL
12,North,53,7147,2013,0,0,0,S23-02-626,,NULL,,NULL,,103,Kentville,642,NULL
19,South,4,7148,2013,0,0,0,S23-02-626,,NULL,,NULL,,103,Kentville,642,NULL
17,North,2,7152,2013,0,0,0,S29-13-73,,NULL,,NULL,,103,Kentville,643,NULL
13,South,25,7154,2013,0,0,0,S29-13-73,,NULL,,NULL,,103,Kentville,643,NULL
1,South,54,7164,2013,0,0,0,S23-06-129,,NULL,,NULL,,103,Kentville,1237,NULL
9,North,50,7168,2013,0,0,0,S47-23-82,,NULL,,NULL,,103,Kentville,647,NULL
3,South,41,7169,2013,0,0,0,S47-23-82,,NULL,,NULL,,103,Kentville,647,NULL
18,North,9,7170,2013,0,0,0,S29-05-38,,NULL,,NULL,,103,Kentville,648,NULL
11,South,51,7171,2013,0,0,1,S29-05-38,,NULL,,NULL,,103,Kentville,648,NULL
10,North,35,7173,2013,0,0,0,S23-14-46,,NULL,,NULL,,103,Kentville,649,NULL
11,South,26,7174,2013,0,0,0,S23-14-46,,NULL,,NULL,,103,Kentville,649,NULL
7,North,29,7177,2013,0,0,1,S23-02-350,,NULL,,NULL,,103,Kentville,650,NULL
15,South,27,7178,2013,0,0,1,S23-02-350,,NULL,,NULL,,103,Kentville,650,NULL
12,North,52,7180,2013,0,0,0,S23-03-749,,NULL,,NULL,,103,Kentville,651,NULL
1,South,22,7181,2013,0,0,0,S23-03-749,,NULL,,NULL,,103,Kentville,651,NULL
10,North,45,7182,2013,0,0,0,S47-23-49,,NULL,,NULL,,103,Kentville,652,NULL
6,North,1,7183,2013,1,0,0,S47-23-49,,NULL,,NULL,,103,Kentville,652,NULL
18,South,55,7184,2013,0,0,1,S47-23-49,,NULL,,NULL,,103,Kentville,652,NULL
9,North,18,7185,2013,0,0,0,S47-25-82,,NULL,,NULL,,84,Kentville,653,NULL
8,South,51,7186,2013,0,0,1,S47-25-82,,NULL,,NULL,,84,Kentville,653,NULL
18,North,46,7188,2013,0,0,0,S12-31-18,,NULL,,NULL,,103,Kentville,654,NULL
5,South,29,7189,2013,0,0,0,S12-31-18,,NULL,,NULL,,103,Kentville,654,NULL
17,North,17,7200,2013,0,0,0,S47-23-52,,NULL,,NULL,,103,Kentville,657,NULL
8,South,16,7202,2013,0,0,0,S47-23-52,,NULL,,NULL,,103,Kentville,657,NULL
15,North,4,7204,2013,0,0,0,S29-08-17,,NULL,,NULL,,103,Kentville,658,NULL
16,South,39,7205,2013,0,0,0,S29-08-17,,NULL,,NULL,,103,Kentville,658,NULL
15,North,58,7206,2013,0,0,0,S23-04-05,,NULL,,NULL,,103,Kentville,659,NULL
11,South,53,7208,2013,0,0,0,S23-04-05,,NULL,,NULL,,103,Kentville,659,NULL
11,North,19,7209,2013,0,0,0,S29-13-105,,NULL,,NULL,,103,Kentville,660,NULL
9,South,10,7210,2013,0,0,0,S29-13-105,,NULL,,NULL,,103,Kentville,660,NULL
18,North,23,7213,2013,0,0,0,S47-21-24,,NULL,,NULL,,84,Kentville,661,NULL
2,South,26,7214,2013,0,0,0,S47-21-24,,NULL,,NULL,,84,Kentville,661,NULL
5,North,14,7215,2013,0,0,0,S16-06-72,,NULL,,NULL,,84,Kentville,662,NULL
17,South,20,7216,2013,0,0,0,S16-06-72,,NULL,,NULL,,84,Kentville,662,NULL
9,North,60,7221,2013,0,0,0,S19-25-36,,NULL,,NULL,,84,Kentville,664,NULL
9,South,15,7223,2013,0,0,0,S19-25-36,,NULL,,NULL,,84,Kentville,664,NULL
2,North,3,7234,2013,0,0,0,S31-04-41,,NULL,,NULL,,84,Kentville,668,NULL
18,South,16,7235,2013,0,0,0,S31-04-41,,NULL,,NULL,,84,Kentville,668,NULL
4,North,30,7237,2013,0,0,0,"Ottawa 637",,NULL,,NULL,,84,Kentville,669,NULL
3,South,40,7238,2013,0,0,1,"Ottawa 637",,NULL,,NULL,,84,Kentville,669,NULL
5,North,32,7246,2013,0,0,1,S38-03-25,,NULL,,NULL,,84,Kentville,672,NULL
16,South,55,7247,2013,0,0,0,S38-03-25,,NULL,,NULL,,84,Kentville,672,NULL
6,North,47,7248,2013,0,0,0,S38-04-01,,NULL,,NULL,,84,Kentville,673,NULL
6,South,15,7250,2013,0,0,0,S38-04-01,,NULL,,NULL,,84,Kentville,673,NULL
6,North,43,7251,2013,0,0,0,S42-40-09,,NULL,,NULL,,84,Kentville,674,NULL
6,South,38,7253,2013,0,0,1,S42-40-09,,NULL,,NULL,,84,Kentville,674,NULL
7,North,20,7254,2013,0,0,0,S19-23-52,,NULL,,NULL,,84,Kentville,675,NULL
18,South,33,7255,2013,0,0,0,S19-23-52,,NULL,,NULL,,84,Kentville,675,NULL
9,North,13,7260,2013,0,0,0,S38-03-28,,NULL,,NULL,,84,Kentville,677,NULL
15,South,24,7262,2013,0,0,0,S38-03-28,,NULL,,NULL,,84,Kentville,677,NULL
5,North,49,7263,2013,0,0,0,S38-04-11,,NULL,,NULL,,84,Kentville,678,NULL
13,South,19,7264,2013,0,0,0,S38-04-11,,NULL,,NULL,,84,Kentville,678,NULL
4,North,32,7267,2013,0,0,0,S38-03-89,,NULL,,NULL,,84,Kentville,679,NULL
13,South,50,7268,2013,0,0,0,S38-03-89,,NULL,,NULL,,84,Kentville,679,NULL
10,North,49,7269,2013,0,0,1,S38-03-15,,NULL,,NULL,,84,Kentville,680,NULL
15,South,58,7271,2013,0,0,1,S38-03-15,,NULL,,NULL,,84,Kentville,680,NULL
15,North,17,7272,2013,0,0,0,S38-06-140,,NULL,,NULL,,84,Kentville,681,NULL
13,South,35,7273,2013,0,0,0,S38-06-140,,NULL,,NULL,,84,Kentville,681,NULL
5,North,53,7275,2013,0,0,0,S19-33-04,,NULL,,NULL,,84,Kentville,682,NULL
18,South,19,7277,2013,0,0,0,S19-33-04,,NULL,,NULL,,84,Kentville,682,NULL
16,North,34,7284,2013,0,0,0,S19-15-03,,NULL,,NULL,,84,Kentville,685,NULL
8,South,10,7285,2013,0,0,0,S19-15-03,,NULL,,NULL,,84,Kentville,685,NULL
5,North,52,7287,2013,0,0,0,S10-13-28,,NULL,,NULL,,84,Kentville,686,NULL
10,South,56,7289,2013,0,0,1,S10-13-28,,NULL,,NULL,,84,Kentville,686,NULL
16,North,3,7290,2013,0,0,0,S10-17-58,,NULL,,NULL,,84,Kentville,687,NULL
18,South,60,7291,2013,0,0,0,S10-17-58,,NULL,,NULL,,84,Kentville,687,NULL
12,North,10,7293,2013,0,0,0,S16-06-84,,NULL,,NULL,,84,Kentville,688,NULL
3,South,60,7295,2013,0,0,0,S16-06-84,,NULL,,NULL,,84,Kentville,688,NULL
18,North,7,7297,2013,0,0,0,S19-10-04,,NULL,,NULL,,84,Kentville,689,NULL
5,South,27,7298,2013,0,0,0,S19-10-04,,NULL,,NULL,,84,Kentville,689,NULL
10,North,40,7299,2013,0,0,0,S10-16-14,,NULL,,NULL,,84,Kentville,690,NULL
10,South,24,7300,2013,0,0,0,S10-16-14,,NULL,,NULL,,84,Kentville,690,NULL
14,North,40,7303,2013,0,0,0,S10-16-48,,NULL,,NULL,,84,Kentville,691,NULL
7,South,8,7304,2013,0,0,0,S10-16-48,,NULL,,NULL,,84,Kentville,691,NULL
19,North,36,7308,2013,0,0,0,S19-12-42,,NULL,,NULL,,84,Kentville,693,NULL
7,South,49,7310,2013,0,0,0,S19-12-42,,NULL,,NULL,,84,Kentville,693,NULL
13,North,55,7314,2013,0,0,0,"Ottawa 533",,NULL,,NULL,,84,Kentville,695,NULL
4,North,2,13086,2013,0,1,0,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
16,North,2,13087,2013,0,1,0,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
12,North,42,13088,2013,0,1,0,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
14,North,22,13089,2013,0,1,0,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
8,North,22,13090,2013,0,1,1,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
18,North,42,13091,2013,0,1,0,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
6,North,42,13092,2013,0,1,0,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
2,South,22,13093,2013,0,1,0,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
10,South,2,13094,2013,0,1,0,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
4,South,2,13095,2013,0,1,1,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
16,South,2,13096,2013,0,1,0,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
12,South,42,13097,2013,0,1,1,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
14,South,22,13098,2013,0,1,0,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
8,South,22,13099,2013,0,1,0,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
18,South,42,13100,2013,0,1,0,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
6,South,42,13101,2013,0,1,1,Ambrosia,,NULL,,NULL,,113,Kentville,1216,dessert
9,North,47,9112,2013,0,0,0,Eickhoff,,227548,PI,302301,.06,NULL,USDA,844,dessert
7,South,38,9113,2013,0,0,0,Eickhoff,,227548,PI,302301,.06,NULL,USDA,844,dessert
8,North,9,9153,2013,0,0,1,Elektra,,257105,PI,344551,.08,NULL,USDA,858,dessert
9,South,21,9155,2013,0,0,0,Elektra,,257105,PI,344551,.08,NULL,USDA,858,dessert
14,North,35,8136,2013,0,0,0,"Ellis Bitter",,18721,PI,589650,.04,NULL,USDA,741,cider
13,South,40,8137,2013,0,0,1,"Ellis Bitter",,18721,PI,589650,.04,NULL,USDA,741,cider
9,North,1,8180,2013,1,0,0,Erickson,,24786,PI,590148,.06,NULL,USDA,756,cider
6,North,16,8181,2013,0,0,0,Erickson,,24786,PI,590148,.06,NULL,USDA,756,cider
13,South,60,8182,2013,0,0,0,Erickson,,24786,PI,590148,.06,NULL,USDA,756,cider
5,North,50,9108,2013,0,0,0,"Erwin Bauer",,7315,PI,589029,.05,NULL,USDA,843,dessert
16,South,31,9110,2013,0,0,0,"Erwin Bauer",,7315,PI,589029,.05,NULL,USDA,843,dessert
4,North,5,8276,2013,0,0,0,Fallawater,,13771,PI,589294,.05,NULL,USDA,788,cider
4,South,60,8278,2013,0,0,1,Fallawater,,13771,PI,589294,.05,NULL,USDA,788,cider
3,North,57,9318,2013,0,0,0,"Fenouillet Gris",,134743,PI,136591,.06,NULL,USDA,912,dessert
1,South,34,9319,2013,0,0,1,"Fenouillet Gris",,134743,PI,136591,.06,NULL,USDA,912,dessert
15,North,8,8243,2013,0,0,0,"Field Spy",,7977,PI,589055,.09,NULL,USDA,777,cider
13,South,43,8244,2013,0,0,0,"Field Spy",,7977,PI,589055,.09,NULL,USDA,777,cider
9,North,2,8240,2013,0,0,1,Fillbarrel,,18919,PI,589679,.04,NULL,USDA,776,cider
8,North,1,8241,2013,1,0,0,Fillbarrel,,18919,PI,589679,.04,NULL,USDA,776,cider
4,South,44,8242,2013,0,0,0,Fillbarrel,,18919,PI,589679,.04,NULL,USDA,776,cider
1,North,32,8297,2013,0,0,0,Fireside,,681509,PI,644191,.01,NULL,USDA,795,dessert
18,South,51,8299,2013,0,0,1,Fireside,,681509,PI,644191,.01,NULL,USDA,795,dessert
17,North,58,9186,2013,0,0,0,Foxwhelp,,14598,PI,589318,.09,NULL,USDA,869,cider
12,South,43,9188,2013,0,0,1,Foxwhelp,,14598,PI,589318,.09,NULL,USDA,869,cider
2,North,17,8216,2013,0,0,0,Frequin,,140094,PI,162503,.06,NULL,USDA,768,cider
16,South,7,8218,2013,0,0,0,Frequin,,140094,PI,162503,.06,NULL,USDA,768,cider
2,North,7,8225,2013,0,0,1,"Frumos de Voinesta",,2697,PI,588796,.05,NULL,USDA,771,dessert
11,South,18,8227,2013,0,0,0,"Frumos de Voinesta",,2697,PI,588796,.05,NULL,USDA,771,dessert
14,North,33,8303,2013,0,0,0,Gales,,21307,PI,589850,.09,NULL,USDA,797,cider
9,South,30,8305,2013,0,0,0,Gales,,21307,PI,589850,.09,NULL,USDA,797,cider
13,North,44,8261,2013,0,0,0,"Gallia Beauty",,7451,PI,589034,.05,NULL,USDA,783,dessert
17,South,38,8263,2013,0,0,0,"Gallia Beauty",,7451,PI,589034,.05,NULL,USDA,783,dessert
13,North,57,9054,2013,0,0,0,Garland,,10764,PI,589168,.08,NULL,USDA,825,dessert
4,South,36,9055,2013,0,0,0,Garland,,10764,PI,589168,.08,NULL,USDA,825,dessert
3,North,35,8064,2013,0,0,0,Garrison,,10968,PI,589176,.09,NULL,USDA,717,cider
1,South,47,8065,2013,0,0,0,Garrison,,10968,PI,589176,.09,NULL,USDA,717,cider
1,North,35,9286,2013,0,0,0,"Geeveston Fanny",,9483,PI,589123,.06,NULL,USDA,901,cider
7,South,14,9287,2013,0,0,0,"Geeveston Fanny",,9483,PI,589123,.06,NULL,USDA,901,cider
4,North,50,9282,2013,0,0,0,"George Cave",,18941,PI,589683,.08,NULL,USDA,900,cider
15,South,39,9283,2013,0,0,0,"George Cave",,18941,PI,589683,.08,NULL,USDA,900,cider
11,North,36,9267,2013,0,0,0,Gilliflower,,23368,PI,590023,.06,NULL,USDA,896,cider
10,South,18,9269,2013,0,0,0,Gilliflower,,23368,PI,590023,.06,NULL,USDA,896,cider
17,North,44,8150,2013,0,0,0,Gladstone,,127813,PI,102140,.09,NULL,USDA,746,dessert
17,South,47,8151,2013,0,0,1,Gladstone,,127813,PI,102140,.09,NULL,USDA,746,dessert
9,North,14,9009,2013,0,0,0,Glenorchie,,17813,PI,589524,.05,NULL,USDA,810,cider
7,South,45,9011,2013,0,0,0,Glenorchie,,17813,PI,589524,.05,NULL,USDA,810,cider
13,North,48,8111,2013,0,0,0,"Golden Harvey",,24678,PI,590128,.05,NULL,USDA,733,dessert
4,South,41,8112,2013,0,0,0,"Golden Harvey",,24678,PI,590128,.05,NULL,USDA,733,dessert
13,North,33,9069,2013,0,0,0,"Golden Noble",,9878,PI,589135,.07,NULL,USDA,830,cider
4,South,46,9071,2013,0,0,1,"Golden Noble",,9878,PI,589135,.07,NULL,USDA,830,cider
18,North,18,9169,2013,0,0,0,"Golden Nugget",,9538,PI,589126,.07,NULL,USDA,863,cider
15,South,23,9170,2013,0,0,0,"Golden Nugget",,9538,PI,589126,.07,NULL,USDA,863,cider
6,North,38,9141,2013,0,0,0,"Golden Precoce",,17221,PI,589448,.05,NULL,USDA,854,dessert
16,South,46,9142,2013,0,0,0,"Golden Precoce",,17221,PI,589448,.05,NULL,USDA,854,dessert
12,North,35,8223,2013,0,0,1,"Golden Russet",,21846,PI,589892,.06,NULL,USDA,770,cider
8,South,24,8224,2013,0,0,0,"Golden Russet",,21846,PI,589892,.06,NULL,USDA,770,cider
8,North,27,8079,2013,0,0,0,"Golden Winesap",,21285,PI,589844,.04,NULL,USDA,722,cider
1,South,5,8080,2013,0,0,1,"Golden Winesap",,21285,PI,589844,.04,NULL,USDA,722,cider
13,North,5,8300,2013,0,0,0,Goldjon,,237072,PI,318409,.05,NULL,USDA,796,dessert
2,South,21,8302,2014,0,0,0,Goldjon,,237072,PI,318409,.05,NULL,USDA,796,dessert
6,North,19,8252,2013,0,0,0,Goodland,,24860,PI,590158,.03,NULL,USDA,780,dessert
12,South,44,8253,2013,0,0,1,Goodland,,24860,PI,590158,.03,NULL,USDA,780,dessert
12,North,30,9204,2013,0,0,0,Greenchisel,,171047,PI,203813,.09,NULL,USDA,875,dessert
19,South,24,9206,2013,0,0,0,Greenchisel,,171047,PI,203813,.09,NULL,USDA,875,dessert
5,North,35,8123,2013,0,0,0,Greendale,,11033,PI,589179,.06,NULL,USDA,737,dessert
14,South,36,8125,2013,0,0,0,Greendale,,11033,PI,589179,.06,NULL,USDA,737,dessert
2,North,11,8133,2013,0,0,1,Grenadier,,18954,PI,589684,.07,NULL,USDA,740,dessert
13,South,55,8134,2013,0,0,0,Grenadier,,18954,PI,589684,.07,NULL,USDA,740,dessert
10,North,11,8321,2013,0,0,1,Griffith,,8314,PI,589070,.06,NULL,USDA,803,dessert
5,South,2,8322,2013,0,0,0,Griffith,,8314,PI,589070,.06,NULL,USDA,803,dessert
10,North,12,9250,2013,0,0,1,"Grise Dieppoise",,132785,PI,125746,.06,NULL,USDA,890,dessert
6,South,61,9251,2013,0,0,0,"Grise Dieppoise",,132785,PI,125746,.06,NULL,USDA,890,dessert
1,North,41,8195,2013,0,0,0,"Gros Frequin",,133885,PI,131105,.08,NULL,USDA,761,dessert
8,South,13,8197,2013,0,0,0,"Gros Frequin",,133885,PI,131105,.08,NULL,USDA,761,dessert
9,North,61,8202,2013,0,0,0,"Grosse Mouche",,140131,PI,162545,.04,NULL,USDA,763,cider
2,South,29,8203,2013,0,0,0,"Grosse Mouche",,140131,PI,162545,.04,NULL,USDA,763,cider
11,North,61,8210,2013,0,0,1,Guldborg,,200485,PI,265301,.06,NULL,USDA,766,cider
9,South,45,8212,2013,0,0,1,Guldborg,,200485,PI,265301,.06,NULL,USDA,766,cider
8,North,19,8189,2013,0,0,1,"Halberstadter Jungfernapfel",,134084,PI,132759,.06,NULL,USDA,759,cider
19,South,58,8191,2013,0,0,0,"Halberstadter Jungfernapfel",,134084,PI,132759,.06,NULL,USDA,759,cider
16,North,60,8307,2013,0,0,0,"Hall Keeper",,11165,PI,589187,.11,NULL,USDA,798,cider
8,South,48,8308,2013,0,0,0,"Hall Keeper",,11165,PI,589187,.11,NULL,USDA,798,cider
5,North,17,8259,2013,0,0,1,Harcourt,,17803,PI,589523,.05,NULL,USDA,782,dessert
18,South,5,8260,2013,0,0,0,Harcourt,,17803,PI,589523,.05,NULL,USDA,782,dessert
8,North,10,9315,2013,0,0,0,"Harry Masters Jersey",,18742,PI,589653,.07,NULL,USDA,911,cider
6,South,27,9316,2013,0,0,0,"Harry Masters Jersey",,18742,PI,589653,.07,NULL,USDA,911,cider
2,North,39,8048,2013,0,0,0,Hawkeye,,23379,PI,590026,.04,NULL,USDA,712,dessert
11,South,4,8050,2013,0,0,0,Hawkeye,,23379,PI,590026,.04,NULL,USDA,712,dessert
10,North,43,8042,2013,0,0,0,Heimenhofer,,401295,PI,506359,.05,NULL,USDA,710,dessert
19,South,7,8043,2013,0,0,0,Heimenhofer,,401295,PI,506359,.05,NULL,USDA,710,dessert
5,North,30,8318,2013,0,0,0,"Hendrick Sweet",,13780,PI,589295,.07,NULL,USDA,802,dessert
17,South,56,8319,2013,0,0,0,"Hendrick Sweet",,13780,PI,589295,.07,NULL,USDA,802,dessert
12,North,50,9093,2013,0,0,0,Herma,,257106,PI,344552,.07,NULL,USDA,838,dessert
16,South,25,9094,2013,0,0,1,Herma,,257106,PI,344552,.07,NULL,USDA,838,dessert
13,North,47,9045,2013,0,0,0,Hermann,,205814,PI,274066,.06,NULL,USDA,822,cider
5,South,17,9046,2013,0,0,0,Hermann,,205814,PI,274066,.06,NULL,USDA,822,cider
5,North,10,8018,2013,0,0,1,Holland,,21300,PI,589847,.04,NULL,USDA,702,dessert
19,South,40,8020,2013,0,0,0,Holland,,21300,PI,589847,.04,NULL,USDA,702,dessert
14,North,45,9088,2013,0,0,1,Holstein,,18781,PI,589660,.06,NULL,USDA,836,dessert
13,South,42,9089,2013,0,0,1,Holstein,,18781,PI,589660,.06,NULL,USDA,836,dessert
2,North,2,13126,2013,0,1,0,Honeycrisp,,649420,PI,644174,,113,Kentville,1223,dessert
12,North,22,13127,2013,0,1,0,Honeycrisp,,649420,PI,644174,,113,Kentville,1223,dessert
14,North,2,13128,2013,0,1,0,Honeycrisp,,649420,PI,644174,,113,Kentville,1223,dessert
10,North,42,13130,2013,0,1,0,Honeycrisp,,649420,PI,644174,,113,Kentville,1223,dessert
4,North,42,13132,2013,0,1,0,Honeycrisp,,649420,PI,644174,,113,Kentville,1223,dessert
