Row,Block,Tree,nursery_id,year_planted,guard_tree,check_tree,dead_tree,PLANTID,PLANTID_ALT1,ACCID,ACP,ACNO,ACS,kentville_block,origin,apple_id,type
9,North,11,1298,2013,0,0,0,"INR 3318",,NULL,,NULL,,113,Kentville,98,NULL
18,South,59,1300,2013,0,0,0,"INR 3318",,NULL,,NULL,,113,Kentville,98,NULL
4,North,31,1304,2013,0,0,1,"Bittenfelder S",,NULL,,NULL,,NULL,Kentville,100,NULL
13,South,1,1305,2013,1,0,0,"Bittenfelder S",,NULL,,NULL,,NULL,Kentville,100,NULL
3,South,48,1306,2013,0,0,0,"Bittenfelder S",,NULL,,NULL,,NULL,Kentville,100,NULL
5,North,23,1307,2013,0,0,0,"Kaz 95 05-01P-5",,693149,PI,657060,.e,NULL,USDA,1246,NULL
10,South,45,1309,2013,0,0,1,"Kaz 95 05-01P-5",,693149,PI,657060,.e,NULL,USDA,1246,NULL
19,North,33,1310,2013,0,0,0,"Kaz 95 18-14",,692951,PI,657055,.j,NULL,USDA,1276,NULL
3,South,3,1311,2013,0,0,0,"Kaz 95 18-14",,692951,PI,657055,.j,NULL,USDA,1276,NULL
10,North,1,1312,2013,1,0,0,"Kaz 95 18-14",,692951,PI,657055,.j,NULL,USDA,1276,NULL
7,North,61,1316,2013,0,0,0,"Kaz 95 18-02P-6",,693206,PI,657068,.g,NULL,USDA,1266,NULL
7,South,2,1317,2013,0,0,0,"Kaz 95 18-02P-6",,693206,PI,657068,.g,NULL,USDA,1266,NULL
17,North,50,1319,2013,0,0,0,"KAZ 96 09-01P-2",,694097,PI,657119,.d,NULL,USDA,1294,NULL
6,South,39,1320,2013,0,0,0,"KAZ 96 09-01P-2",,694097,PI,657119,.d,NULL,USDA,1294,NULL
16,North,14,1322,2013,0,0,0,"Kaz 95 18-10",,692922,PI,657048,.m,NULL,USDA,1274,NULL
15,South,11,1324,2013,0,0,0,"Kaz 95 18-10",,692922,PI,657048,.m,NULL,USDA,1274,NULL
5,North,45,1326,2013,0,0,0,"KAZ 96 03-11",,693310,PI,657086,.i,NULL,USDA,101,NULL
2,South,52,1327,2013,0,0,0,"KAZ 96 03-11",,693310,PI,657086,.i,NULL,USDA,101,NULL
3,North,47,1328,2013,0,0,0,"KAZ 96 01-01P-20",,693679,PI,657105,.d,NULL,USDA,1278,NULL
1,South,8,1330,2013,0,0,0,"KAZ 96 01-01P-20",,693679,PI,657105,.d,NULL,USDA,1278,NULL
5,North,39,1331,2013,0,0,0,"Kaz 95 05-01P-26",,693201,PI,657066,.b,NULL,USDA,102,NULL
1,South,27,1333,2013,0,0,0,"Kaz 95 05-01P-26",,693201,PI,657066,.b,NULL,USDA,102,NULL
13,North,60,1335,2013,0,0,0,"Kaz 95 05-01P-22",,693175,PI,657063,.b,NULL,USDA,1242,NULL
16,South,19,2001,2013,0,0,0,"Kaz 95 05-01P-22",,693175,PI,657063,.b,NULL,USDA,1242,NULL
7,North,10,2002,2013,0,0,0,"Kaz 95 18-02P-30",,693244,PI,657075,.b,NULL,USDA,103,NULL
11,South,13,2004,2013,0,0,0,"Kaz 95 18-02P-30",,693244,PI,657075,.b,NULL,USDA,103,NULL
14,North,43,2006,2013,0,0,0,"KAZ 96 08-01P-29",,694084,PI,657114,.d,NULL,USDA,104,NULL
9,South,18,2007,2013,0,0,0,"KAZ 96 08-01P-29",,694084,PI,657114,.d,NULL,USDA,104,NULL
4,North,15,2009,2013,0,0,0,"KAZ 96 06-01P-23",,694003,PI,657109,.f,NULL,USDA,105,NULL
18,South,12,2010,2013,0,0,0,"KAZ 96 06-01P-23",,694003,PI,657109,.f,NULL,USDA,105,NULL
11,North,18,2012,2013,0,0,0,"KAZ 96 07-01P-24",,694029,PI,657111,.a,NULL,USDA,106,NULL
4,South,39,2013,2013,0,0,0,"KAZ 96 07-01P-24",,694029,PI,657111,.a,NULL,USDA,106,NULL
17,North,57,2014,2013,0,0,0,"Kaz 95 09-05F",,692735,PI,657023,.d,NULL,USDA,1256,NULL
1,South,9,2016,2013,0,0,0,"Kaz 95 09-05F",,692735,PI,657023,.d,NULL,USDA,1256,NULL
11,North,44,2017,2013,0,0,0,"Kaz 95 18-08",,692886,GMAL,3687,.e,NULL,USDA,107,NULL
2,South,5,2019,2013,0,0,0,"Kaz 95 18-08",,692886,GMAL,3687,.e,NULL,USDA,107,NULL
12,North,56,2020,2013,0,0,0,"Kaz 95 18-05",,692853,PI,657036,.b,NULL,USDA,1272,NULL
3,South,6,2022,2013,0,0,0,"Kaz 95 18-05",,692853,PI,657036,.b,NULL,USDA,1272,NULL
7,North,39,2023,2013,0,0,0,"Kaz 95 18-02P-20",,693217,PI,657072,.a,NULL,USDA,108,NULL
16,South,38,2024,2013,0,0,0,"Kaz 95 18-02P-20",,693217,PI,657072,.a,NULL,USDA,108,NULL
6,North,31,2026,2013,0,0,0,"Kaz 95 06-01",,692593,GMAL,3608,.h,NULL,USDA,109,NULL
3,South,5,2028,2013,0,0,0,"Kaz 95 06-01",,692593,GMAL,3608,.h,NULL,USDA,109,NULL
9,North,32,2029,2013,0,0,0,"Kaz 95 10-01L",,692822,GMAL,3643,.j,NULL,USDA,110,NULL
7,South,21,2031,2013,0,0,0,"Kaz 95 10-01L",,692822,GMAL,3643,.j,NULL,USDA,110,NULL
6,North,15,2041,2013,0,0,0,"Kaz 95 18-03",,692836,PI,657030,.k,NULL,USDA,1268,NULL
17,South,62,2042,2013,1,0,0,"Kaz 95 18-03",,692836,PI,657030,.k,NULL,USDA,1268,NULL
13,South,59,2043,2013,0,0,0,"Kaz 95 18-03",,692836,PI,657030,.k,NULL,USDA,1268,NULL
19,North,25,2045,2013,0,0,0,"Kaz 95 10-03F",,692771,PI,657025,.m,NULL,USDA,1259,NULL
11,South,22,2046,2013,0,0,1,"Kaz 95 10-03F",,692771,PI,657025,.m,NULL,USDA,1259,NULL
14,North,60,2048,2013,0,0,0,"Kaz 95 06-08",,692612,PI,657005,.a,NULL,USDA,1250,NULL
10,South,30,2049,2013,0,0,0,"Kaz 95 06-08",,692612,PI,657005,.a,NULL,USDA,1250,NULL
15,North,11,2051,2013,0,0,0,"Kaz 95 10-05F",,692791,GMAL,3637,.f,NULL,USDA,112,NULL
17,South,23,2052,2013,0,0,0,"Kaz 95 10-05F",,692791,GMAL,3637,.f,NULL,USDA,112,NULL
3,North,4,2053,2013,0,0,1,"Kaz 95 18-11",,692937,GMAL,3690,.k,NULL,USDA,113,NULL
16,South,61,2054,2013,0,0,0,"Kaz 95 18-11",,692937,GMAL,3690,.k,NULL,USDA,113,NULL
13,North,30,2056,2013,0,0,0,"Kaz 95 06-04",,692611,PI,657004,.l,NULL,USDA,1248,NULL
1,South,43,2058,2013,0,0,0,"Kaz 95 06-04",,692611,PI,657004,.l,NULL,USDA,1248,NULL
1,North,20,2059,2013,0,0,1,"Kaz 95 07-05",,692646,GMAL,3619,.h,NULL,USDA,114,NULL
19,South,28,2061,2013,0,0,0,"Kaz 95 07-05",,692646,GMAL,3619,.h,NULL,USDA,114,NULL
2,North,59,2062,2013,0,0,0,"Kaz 95 08-06",,692694,PI,657019,.c,NULL,USDA,1254,NULL
14,South,17,2063,2013,0,0,0,"Kaz 95 08-06",,692694,PI,657019,.c,NULL,USDA,1254,NULL
10,North,19,2074,2013,0,0,0,"KAZ 93-19-02",,692561,GMAL,3552,.c,NULL,USDA,116,NULL
11,South,21,2075,2013,0,0,0,"KAZ 93-19-02",,692561,GMAL,3552,.c,NULL,USDA,116,NULL
15,North,28,2077,2013,0,0,0,"Kaz 95 18-06",,692879,GMAL,3685,.m,NULL,USDA,117,NULL
14,South,4,2078,2013,0,0,0,"Kaz 95 18-06",,692879,GMAL,3685,.m,NULL,USDA,117,NULL
6,North,8,2080,2013,0,0,1,"Kaz 95 08-01",,692657,PI,657013,.e,NULL,USDA,1252,NULL
14,South,38,2081,2013,0,0,0,"Kaz 95 08-01",,692657,PI,657013,.e,NULL,USDA,1252,NULL
9,North,10,2083,2013,0,0,0,"Kaz 95 05-01P-25",,693185,GMAL,3784,.i,NULL,USDA,118,NULL
6,South,24,2085,2013,0,0,1,"Kaz 95 05-01P-25",,693185,GMAL,3784,.i,NULL,USDA,118,NULL
1,North,44,2086,2013,0,0,0,"KAZ 96 03-01P-7",,693945,PI,657108,.a,NULL,USDA,119,NULL
13,South,29,2088,2013,0,0,1,"KAZ 96 03-01P-7",,693945,PI,657108,.a,NULL,USDA,119,NULL
4,North,45,2089,2013,0,0,0,"Kaz 95 08-04",,692683,PI,657017,.f,NULL,USDA,120,NULL
14,South,18,2091,2013,0,0,0,"Kaz 95 08-04",,692683,PI,657017,.f,NULL,USDA,120,NULL
16,North,50,2101,2013,0,0,0,"Kaz 95 09-02F",,692716,GMAL,3626,.k,NULL,USDA,121,NULL
2,South,12,2103,2013,0,0,0,"Kaz 95 09-02F",,692716,GMAL,3626,.k,NULL,USDA,121,NULL
18,North,45,2104,2013,0,0,1,"Kaz 95 18-04",,692845,PI,657033,.i,NULL,USDA,1271,NULL
19,South,56,2106,2013,0,0,0,"Kaz 95 18-04",,692845,PI,657033,.i,NULL,USDA,1271,NULL
4,North,51,2110,2013,0,0,0,"KAZ 96 08-01P-11",,694054,PI,657113,.a,NULL,USDA,122,NULL
5,South,30,2112,2013,0,0,0,"KAZ 96 08-01P-11",,694054,PI,657113,.a,NULL,USDA,122,NULL
4,North,3,2119,2013,0,0,0,"KAZ 96 02-01P-11",,693695,PI,657107,.b,NULL,USDA,1280,NULL
2,South,8,2120,2013,0,0,0,"KAZ 96 02-01P-11",,693695,PI,657107,.b,NULL,USDA,1280,NULL
1,North,57,2122,2013,0,0,0,"Kaz 95 18-02P-31",,693258,PI,657077,.b,NULL,USDA,1261,NULL
4,South,18,2124,2013,0,0,1,"Kaz 95 18-02P-31",,693258,PI,657077,.b,NULL,USDA,1261,NULL
16,North,53,2125,2013,0,0,0,"KAZ 96 09-05",,693636,PI,657102,.d,NULL,USDA,1299,NULL
13,South,7,2127,2013,0,0,0,"KAZ 96 09-05",,693636,PI,657102,.d,NULL,USDA,1299,NULL
9,North,45,2129,2013,0,0,0,"KAZ 96 08-01P-37",,694089,PI,657115,.b,NULL,USDA,1291,NULL
12,South,32,2130,2013,0,0,0,"KAZ 96 08-01P-37",,694089,PI,657115,.b,NULL,USDA,1291,NULL
2,North,32,2131,2013,0,0,0,"KAZ 96 02-01P-6",,693683,PI,657106,.b,NULL,USDA,123,NULL
18,South,6,2133,2013,0,0,0,"KAZ 96 02-01P-6",,693683,PI,657106,.b,NULL,USDA,123,NULL
5,North,12,2135,2013,0,0,1,"KAZ 96 06-01P-26",,694013,PI,657110,.c,NULL,USDA,124,NULL
5,South,20,2136,2013,0,0,1,"KAZ 96 06-01P-26",,694013,PI,657110,.c,NULL,USDA,124,NULL
7,North,30,2137,2013,0,0,0,"Kaz 95 05-01P-3",,693135,PI,657058,.n,NULL,USDA,1244,NULL
13,South,31,2139,2013,0,0,0,"Kaz 95 05-01P-3",,693135,PI,657058,.n,NULL,USDA,1244,NULL
11,North,50,2140,2013,0,0,0,"KAZ 96 07-08",,693446,PI,657091,.e,NULL,USDA,125,NULL
7,South,50,2142,2013,0,0,1,"KAZ 96 07-08",,693446,PI,657091,.e,NULL,USDA,125,NULL
9,North,20,2143,2013,0,0,0,"Kaz 95 05-01P-16",,693159,PI,657062,.h,NULL,USDA,126,NULL
1,South,16,2145,2013,0,0,0,"Kaz 95 05-01P-16",,693159,PI,657062,.h,NULL,USDA,126,NULL
1,North,37,2146,2013,0,0,0,"KAZ 96 03-15",,693332,PI,657087,.i,NULL,USDA,127,NULL
8,South,29,2147,2013,0,0,1,"KAZ 96 03-15",,693332,PI,657087,.i,NULL,USDA,127,NULL
3,North,41,2149,2013,0,0,0,"Kaz 95 07-02",,692636,GMAL,3616,.m,NULL,USDA,128,NULL
1,South,42,2151,2013,0,0,0,"Kaz 95 07-02",,692636,GMAL,3616,.m,NULL,USDA,128,NULL
11,North,15,2152,2013,0,0,1,"Kaz 95 09-03F",,692724,GMAL,3627,.f,NULL,USDA,129,NULL
13,South,49,2153,2013,0,0,0,"Kaz 95 09-03F",,692724,GMAL,3627,.f,NULL,USDA,129,NULL
2,South,62,2154,2013,1,0,0,"Kaz 95 09-03F",,692724,GMAL,3627,.f,NULL,USDA,129,NULL
9,North,43,2165,2013,0,0,1,"KAZ 96 09-01P-4",,694101,PI,657120,.a,NULL,USDA,130,NULL
18,South,21,2166,2013,0,0,0,"KAZ 96 09-01P-4",,694101,PI,657120,.a,NULL,USDA,130,NULL
1,North,43,2170,2013,0,0,0,"Kaz 95 18-02P-33",,693269,PI,657080,.e,NULL,USDA,1263,NULL
9,South,62,2171,2013,1,0,0,"Kaz 95 18-02P-33",,693269,PI,657080,.e,NULL,USDA,1263,NULL
17,South,57,2172,2013,0,0,0,"Kaz 95 18-02P-33",,693269,PI,657080,.e,NULL,USDA,1263,NULL
1,North,61,2180,2013,0,0,0,"KAZ 96 09-02",,693584,PI,657100,.a,NULL,USDA,1296,NULL
16,South,36,2181,2013,0,0,0,"KAZ 96 09-02",,693584,PI,657100,.a,NULL,USDA,1296,NULL
3,North,3,2184,2013,0,0,0,"Kaz 95 18-02P-33",,693268,PI,657079,.d,NULL,USDA,1264,NULL
6,North,56,2188,2013,0,0,0,"KAZ 96 01-03",,693279,PI,657085,.p1,NULL,USDA,132,NULL
1,South,12,2189,2013,0,0,0,"KAZ 96 01-03",,693279,PI,657085,.p1,NULL,USDA,132,NULL
17,North,4,2191,2013,0,0,1,"Banon's Seedling",,216255,PI,287160,.07,NULL,USDA,133,NULL
14,South,23,2193,2013,0,0,1,"Banon's Seedling",,216255,PI,287160,.07,NULL,USDA,133,NULL
10,North,53,2215,2013,0,0,0,"Red Apple",,135779,PI,143973,.08,NULL,USDA,141,NULL
16,South,56,2216,2013,0,0,1,"Red Apple",,135779,PI,143973,.08,NULL,USDA,141,NULL
9,North,58,2221,2013,0,0,1,"Ingrid Marie",,208313,PI,279447,.09,NULL,USDA,143,NULL
15,South,5,2223,2013,0,0,0,"Ingrid Marie",,208313,PI,279447,.09,NULL,USDA,143,NULL
5,North,9,2236,2013,0,0,1,"KAZ 96 06-03",,694618,GMAL,4030,.a,NULL,USDA,147,NULL
17,South,16,2238,2013,0,0,0,"KAZ 96 06-03",,694618,GMAL,4030,.a,NULL,USDA,147,NULL
6,North,26,2240,2014,0,0,1,"Kaz 95 05-01P-22",,653304,PI,633918,.i1,NULL,USDA,1243,NULL
2,North,48,2246,2013,0,0,0,"KAZ 93-24-01",,648563,PI,633797,.d1,NULL,USDA,149,NULL
4,South,7,2247,2013,0,0,0,"KAZ 93-24-01",,648563,PI,633797,.d1,NULL,USDA,149,NULL
1,North,4,2251,2013,0,0,0,"KAZ 93-12-02",,692553,PI,656998,.l1,NULL,USDA,151,NULL
4,South,58,2252,2013,0,0,1,"KAZ 93-12-02",,692553,PI,656998,.l1,NULL,USDA,151,NULL
11,North,14,2266,2013,0,0,0,"Cherry Cox",,10209,PI,589142,.08,NULL,USDA,156,NULL
6,South,8,2267,2013,0,0,0,"Cherry Cox",,10209,PI,589142,.08,NULL,USDA,156,NULL
7,North,44,2284,2013,0,0,1,"FORM 181 (35-01)",,103445,PI,613969,.04,NULL,USDA,161,NULL
15,South,49,2285,2013,0,0,0,"FORM 181 (35-01)",,103445,PI,613969,.04,NULL,USDA,161,NULL
5,North,36,2296,2013,0,0,0,"Oelsen 2 x Hartmann-Muhle 1",,652477,PI,633826,.a1,NULL,USDA,165,NULL
13,South,5,2297,2013,0,0,0,"Oelsen 2 x Hartmann-Muhle 1",,652477,PI,633826,.a1,NULL,USDA,165,NULL
14,North,38,2305,2013,0,0,0,"Kaz 95 18-09",,692903,PI,657044,.h1,NULL,USDA,168,NULL
5,South,15,2306,2013,0,0,0,"Kaz 95 18-09",,692903,PI,657044,.h1,NULL,USDA,168,NULL
18,North,50,2311,2013,0,0,0,"KAZ 96 07-10",,693493,PI,657093,.x1,NULL,USDA,170,NULL
7,South,26,2312,2013,0,0,1,"KAZ 96 07-10",,693493,PI,657093,.x1,NULL,USDA,170,NULL
3,South,50,2321,2013,0,0,0,"Kaz 95 18-10",,652451,PI,633800,.f1,NULL,USDA,1275,NULL
12,North,36,2322,2013,0,0,0,"Kaz 95 18-10",,652451,PI,633800,.f1,NULL,USDA,1275,NULL
19,North,53,2323,2013,0,0,0,"GMAL 3265",,535823,PI,596280,.a4,NULL,USDA,172,NULL
4,South,43,2324,2013,0,0,1,"GMAL 3265",,535823,PI,596280,.a4,NULL,USDA,172,NULL
5,North,3,2332,2013,0,0,1,"KAZ 96 07-07",,693412,PI,657090,.o1,NULL,USDA,1288,NULL
4,South,19,2334,2013,0,0,1,"KAZ 96 07-07",,693412,PI,657090,.o1,NULL,USDA,1288,NULL
13,North,14,2344,2013,0,0,0,"KAZ 96 07-03",,693368,PI,657089,.s1,NULL,USDA,1284,NULL
12,South,56,2346,2013,0,0,0,"KAZ 96 07-03",,693368,PI,657089,.s1,NULL,USDA,1284,NULL
6,North,20,3009,2014,0,0,0,Niedzwetzkyana,,104744,PI,589857,.03,NULL,USDA,1302,NULL
11,North,46,3013,2013,0,0,0,"GMAL 3310",,535826,PI,596283,.a4,NULL,USDA,180,NULL
10,South,9,3014,2013,0,0,0,"GMAL 3310",,535826,PI,596283,.a4,NULL,USDA,180,NULL
19,South,20,3022,2014,0,0,0,"Kaz 95 18-02P-33",,652452,PI,633801,.j1,NULL,USDA,1265,NULL
8,North,46,3028,2013,0,0,0,Djulabia,,200180,PI,264689,.10,NULL,USDA,184,NULL
13,South,51,3029,2013,0,0,0,Djulabia,,200180,PI,264689,.10,NULL,USDA,184,NULL
19,North,14,3034,2013,0,0,0,"KAZ 96 08-15",,693563,PI,657096,.v1,NULL,USDA,185,NULL
14,South,3,3035,2013,0,0,0,"KAZ 96 08-15",,693563,PI,657096,.v1,NULL,USDA,185,NULL
14,South,1,3040,2013,1,0,1,"Finson's Orange",,294443,PI,392307,.06,NULL,USDA,187,NULL
16,North,45,3041,2013,0,0,1,"Finson's Orange",,294443,PI,392307,.06,NULL,USDA,187,NULL
1,South,10,3042,2013,0,0,0,"Finson's Orange",,294443,PI,392307,.06,NULL,USDA,187,NULL
16,North,35,3074,2013,0,0,0,Domaine,,151024,PI,173979,.06,NULL,USDA,196,NULL
8,South,21,3075,2013,0,0,0,Domaine,,151024,PI,173979,.06,NULL,USDA,196,NULL
13,North,24,3082,2013,0,0,0,"KAZ 96 05-05",,653305,PI,633919,.d1,NULL,USDA,1282,NULL
14,South,33,3083,2013,0,0,0,"KAZ 96 05-05",,653305,PI,633919,.d1,NULL,USDA,1282,NULL
15,North,22,3085,2013,0,0,0,"Barenhecke 3 x Klipphausen",,652476,PI,633825,". e1",NULL,USDA,199,NULL
16,South,11,3086,2013,0,0,0,"Barenhecke 3 x Klipphausen",,652476,PI,633825,". e1",NULL,USDA,199,NULL
17,North,35,3091,2013,0,0,0,"KAZ 96 07-04",,531535,PI,613992,.03,NULL,USDA,201,NULL
11,South,61,3092,2013,0,0,0,"KAZ 96 07-04",,531535,PI,613992,.03,NULL,USDA,201,NULL
9,North,34,3094,2013,0,0,0,"Hartmann-Muhle 1 x Oberwartha 2",,652478,PI,633827,.f1,NULL,USDA,202,NULL
3,South,7,3096,2013,0,0,1,"Hartmann-Muhle 1 x Oberwartha 2",,652478,PI,633827,.f1,NULL,USDA,202,NULL
12,North,47,3100,2013,0,0,0,"KAZ 96 08-17",,652453,PI,633802,". e1",NULL,USDA,1292,NULL
16,South,37,3102,2013,0,0,0,"KAZ 96 08-17",,652453,PI,633802,". e1",NULL,USDA,1292,NULL
18,North,4,3124,2013,0,0,0,"KAZ 93-42-01",,652444,PI,633798,.o1,NULL,USDA,210,NULL
3,South,46,3125,2013,0,0,0,"KAZ 93-42-01",,652444,PI,633798,.o1,NULL,USDA,210,NULL
7,North,41,3128,2013,0,0,0,"KAZ 96 07-06",,531537,PI,613994,.03,NULL,USDA,1286,NULL
15,South,9,3129,2013,0,0,1,"KAZ 96 07-06",,531537,PI,613994,.03,NULL,USDA,1286,NULL
18,North,36,3130,2013,0,0,0,"GMAL 3244",,535825,PI,596282,.a4,NULL,USDA,211,NULL
12,South,24,3131,2013,0,0,0,"GMAL 3244",,535825,PI,596282,.a4,NULL,USDA,211,NULL
10,North,15,3139,2013,0,0,1,"Reinette Simirenko",,378193,PI,483257,.14,NULL,USDA,213,NULL
13,South,37,3140,2013,0,0,1,"Reinette Simirenko",,378193,PI,483257,.14,NULL,USDA,213,NULL
12,North,57,3146,2013,0,0,0,"KAZ 95 08-06",,498672,PI,613976,.05,NULL,USDA,215,NULL
12,South,15,3147,2013,0,0,0,"KAZ 95 08-06",,498672,PI,613976,.05,NULL,USDA,215,NULL
1,North,51,3152,2013,0,0,0,"KAZ 96 08-16",,531544,PI,613998,.03,NULL,USDA,217,NULL
8,South,5,3153,2013,0,0,0,"KAZ 96 08-16",,531544,PI,613998,.03,NULL,USDA,217,NULL
16,North,13,3160,2013,0,0,0,"KAZ 96 06-01P-28",,653309,PI,633923,.11,NULL,USDA,219,NULL
17,South,43,3161,2013,0,0,1,"KAZ 96 06-01P-28",,653309,PI,633923,.11,NULL,USDA,219,NULL
14,North,14,3166,2013,0,0,0,Megumi,,11012,PI,589177,.08,NULL,USDA,221,NULL
11,South,45,3168,2013,0,0,1,Megumi,,11012,PI,589177,.08,NULL,USDA,221,NULL
17,North,25,3187,2013,0,0,0,"Reinette Russet","SJC XN 362",NULL,,NULL,,113,Kentville,228,NULL
12,South,13,3189,2013,0,0,0,"Reinette Russet","SJC XN 362",NULL,,NULL,,113,Kentville,228,NULL
6,North,44,3190,2013,0,0,0,"Prime Red",Akane,NULL,,NULL,,113,Kentville,229,NULL
3,South,13,3191,2013,0,0,0,"Prime Red",Akane,NULL,,NULL,,113,Kentville,229,NULL
8,North,14,3193,2013,0,0,0,Eden,"SJCA 38R6A74",NULL,,NULL,,113,Kentville,230,NULL
7,South,52,3195,2013,0,0,0,Eden,"SJCA 38R6A74",NULL,,NULL,,113,Kentville,230,NULL
8,North,26,3196,2013,0,0,0,"Coxs Orange","Cox's Orange Pippin",189941,PI,247021,,113,Kentville,231,NULL
10,South,43,3198,2013,0,0,1,"Coxs Orange","Cox's Orange Pippin",189941,PI,247021,,113,Kentville,231,NULL
19,North,3,3199,2013,0,0,0,Senshu,,NULL,,NULL,,113,Kentville,232,NULL
2,South,20,3201,2013,0,0,0,Senshu,,NULL,,NULL,,113,Kentville,232,NULL
13,North,10,3202,2013,0,0,0,MN1802,,NULL,,NULL,,113,Kentville,233,NULL
10,South,39,3203,2013,0,0,1,MN1802,,NULL,,NULL,,113,Kentville,233,NULL
11,North,31,3205,2013,0,0,0,Iwakami,,NULL,,NULL,,113,Kentville,234,NULL
9,South,16,3207,2013,0,0,0,Iwakami,,NULL,,NULL,,113,Kentville,234,NULL
12,North,2,3214,2013,0,1,0,SweeTango,MN1914,NULL,,NULL,,113,Kentville,1232,NULL
6,North,2,3216,2013,0,1,0,SweeTango,MN1914,NULL,,NULL,,113,Kentville,1232,NULL
11,North,38,3217,2013,0,0,0,"SJC A 37+",,NULL,,NULL,,113,Kentville,237,NULL
8,South,35,3219,2013,0,0,0,"SJC A 37+",,NULL,,NULL,,113,Kentville,237,NULL
6,North,25,3221,2013,0,0,0,Chinook,,NULL,,NULL,,113,Kentville,238,NULL
12,South,8,3222,2013,0,0,0,Chinook,,NULL,,NULL,,113,Kentville,238,NULL
14,North,4,3232,2013,0,0,0,MN1849,,NULL,,NULL,,113,Kentville,241,NULL
11,North,1,3233,2013,1,0,0,MN1849,,NULL,,NULL,,113,Kentville,241,NULL
8,South,8,3234,2013,0,0,0,MN1849,,NULL,,NULL,,113,Kentville,241,NULL
2,North,45,3235,2013,0,0,0,Tsugaru,,NULL,,NULL,,113,Kentville,242,NULL
13,South,41,3237,2013,0,0,0,Tsugaru,,NULL,,NULL,,113,Kentville,242,NULL
16,North,55,3238,2013,0,0,0,Hokuto,,NULL,,NULL,,113,Kentville,243,NULL
5,South,40,3240,2013,0,0,0,Hokuto,,NULL,,NULL,,113,Kentville,243,NULL
10,North,25,3242,2013,0,0,0,"KAS 21",,NULL,,NULL,,118,Kentville,244,NULL
3,South,18,3243,2013,0,0,0,"KAS 21",,NULL,,NULL,,118,Kentville,244,NULL
2,North,14,3248,2013,0,0,0,"Buckeye Gala",,NULL,,NULL,,113,Kentville,246,NULL
4,South,52,3249,2013,0,0,1,"Buckeye Gala",,NULL,,NULL,,113,Kentville,246,NULL
8,North,11,3251,2013,0,0,0,"Geneva early",,NULL,,NULL,,113,Kentville,247,NULL
14,South,20,3252,2013,0,0,0,"Geneva early",,NULL,,NULL,,113,Kentville,247,NULL
16,North,28,3257,2013,0,0,0,"KAS 11",,NULL,,NULL,,118,Kentville,249,NULL
6,South,40,3258,2013,0,0,1,"KAS 11",,NULL,,NULL,,118,Kentville,249,NULL
9,North,26,3263,2013,0,0,0,Red-Del-Stark,Redstarkingvale,NULL,,NULL,,113,Kentville,251,NULL
2,South,33,3264,2013,0,0,0,Red-Del-Stark,Redstarkingvale,NULL,,NULL,,113,Kentville,251,NULL
1,North,39,3265,2013,0,0,0,Pionier,Pioneer,NULL,,NULL,,113,Kentville,252,NULL
9,South,37,3267,2013,0,0,0,Pionier,Pioneer,NULL,,NULL,,113,Kentville,252,NULL
18,North,10,3268,2013,0,0,1,Sayaka,,NULL,,NULL,,113,Kentville,253,NULL
6,South,12,3269,2013,0,0,0,Sayaka,,NULL,,NULL,,113,Kentville,253,NULL
12,South,1,3270,2013,1,0,0,Sayaka,,NULL,,NULL,,113,Kentville,253,NULL
5,South,34,3287,2013,0,0,0,"KAS 53",,NULL,,NULL,,145,Kentville,259,NULL
7,North,31,3288,2013,0,0,0,"KAS 53",,NULL,,NULL,,145,Kentville,259,NULL
3,North,45,3289,2013,0,0,1,"KAS 60",,NULL,,NULL,,145,Kentville,260,NULL
10,South,38,3290,2013,0,0,0,"KAS 60",,NULL,,NULL,,145,Kentville,260,NULL
14,North,41,3293,2013,0,0,0,"KAS 73",,NULL,,NULL,,145,Kentville,261,NULL
6,South,26,3294,2013,0,0,0,"KAS 73",,NULL,,NULL,,145,Kentville,261,NULL
19,North,32,3301,2013,0,0,0,"KAS 62",,NULL,,NULL,,145,Kentville,264,NULL
19,South,14,3302,2013,0,0,0,"KAS 62",,NULL,,NULL,,145,Kentville,264,NULL
15,North,15,3304,2013,0,0,0,"KAS 58",,NULL,,NULL,,145,Kentville,265,NULL
17,South,15,3305,2013,0,0,1,"KAS 58",,NULL,,NULL,,145,Kentville,265,NULL
11,North,58,3307,2013,0,0,0,"KAR 103",,NULL,,NULL,,146,Kentville,266,NULL
17,South,46,3309,2013,0,0,0,"KAR 103",,NULL,,NULL,,146,Kentville,266,NULL
11,North,56,3310,2013,0,0,0,"KAS 72",,NULL,,NULL,,145,Kentville,267,NULL
19,South,46,3312,2013,0,0,0,"KAS 72",,NULL,,NULL,,145,Kentville,267,NULL
10,North,30,3313,2013,0,0,0,"KAR 80",,NULL,,NULL,,146,Kentville,268,NULL
6,South,19,3314,2013,0,0,0,"KAR 80",,NULL,,NULL,,146,Kentville,268,NULL
1,North,25,3317,2013,0,0,1,"KAR 93",,NULL,,NULL,,146,Kentville,269,NULL
19,South,39,3318,2013,0,0,0,"KAR 93",,NULL,,NULL,,146,Kentville,269,NULL
18,North,11,3323,2013,0,0,0,"Rogers Mac",,NULL,,NULL,,113,Kentville,271,NULL
3,South,49,3324,2013,0,0,1,"Rogers Mac",,NULL,,NULL,,113,Kentville,271,NULL
