"nurseryid"	"(Z)-4-Decen-1-ol"	"1-Butanol"	"1-Butanol, 2-methyl-, (S)-"	"1-Butanol, 2-methyl-, acetate"	"1-Heptanol"	"1-Hexanol"	"1-Pentanol"	"1-Propanol"	"1-Propanol, 2-methyl-"	"1,3-Dioxolane, 2,4,5-trimethyl-"	"2-Butenoic acid, ethyl ester, (Z)-"	"2-Hexenal"	"2-Propanone, 1-hydroxy-"	"2-Propenal"	"2,3-Butanediol, [S-(R*,R*)]-"	"2,3-Butanedione"	"à-Farnesene"	"Acetic acid"	"Acetic acid, butyl ester"	"Acetic acid, hexyl ester"	"Acetic acid, methyl ester"	"Acetic acid, pentyl ester"	"Acetone"	"Benzene"	"Benzene, (methoxymethyl)-"	"Butanal"	"Butanoic acid, 2-methyl-, ethyl ester"	"Butanoic acid, 2-methyl-, hexyl ester"	"Butanoic acid, 2-methylbutyl ester"	"Butanoic acid, 2-methylpropyl ester"	"Butanoic acid, hexyl ester"	"Butanoic acid, methyl ester"	"Butanoic acid, pentyl ester"	"Butanoic acid, propyl ester"	"Butyrolactone"	"Carbon disulfide"	"Dimethyl ether"	"Estragole"	"Ethanol"	"Ethyl Acetate"	"Furan, 2-ethyl-"	"Furfural"	"Heptanal"	"Hexamethylene diacrylate"	"Hexanal"	"Hexane, 1-methoxy-"	"Hexanoic acid, ethyl ester"	"Hexanoic acid, propyl ester"	"Isobutyl acetate"	"Isopropyl Alcohol"	"Methyl formate"	"Methyl glyoxal"	"Methylene chloride"	"n-Propyl acetate"	"Nitrous oxide"	"Pentanal"	"Propanal"	"Propanoic acid, butyl ester"	"Propanoic acid, hexyl ester"	"Propanoic acid, propyl ester"	"Tetrahydrofuran"	"Trimethylene oxide"
2260	0	4236063	0	88825690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27353955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33518	0	0	0	0	0	0	0	0	0	0	0	0	0	1907173	0	0	0	0	1355728	0	0	0	1601646	0	0	0	0
2272	0	31310001	0	0	0	0	1021380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2293	0	2207314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64376750	0	0	0	46016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4764481	0	0	0	0	0	643013	0	0
2305	0	17033045	0	0	0	0	1082670	0	0	0	0	0	0	0	0	0	0	0	862428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2806467.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2309	0	22137386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47727	0	0	0	0	0	0	0	0	0	0	136198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2339	0	22247015	0	0	0	0	2216103	0	0	0	1097139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3487549	0	4764653	0	0	0	0	4552331	0	0	0	0	0	33648289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2343	0	8272565	0	28793749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152315774	58203219	0	0	0	0	0	0	0	0	0	0	1645185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2334186	0	0	0	0	0	0	0	0
3001	0	5838238	0	59561850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17622420.5	0	257939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2431166	0	0	0	0	5320843	0	0	0	0	0	263728	0	0
3010	0	16578735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3633521	0	0	33809	0	0	0	2160754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107249	0	0	0	0	0	0	0
3018	0	3548689	0	0	0	0	449866	0	0	690604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7526680	28355609	0	0	0	0	0	0	93075545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3019	0	14374847	0	16722070	0	0	615160	0	0	0	0	0	0	0	0	0	0	0	62500006	59719256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1349833	0	0	0	0	0	0	0	0
3028	0	16560339	0	0	0	0	773952	0	0	0	0	0	0	0	0	0	0	0	391349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3034	0	5490638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3039	0	8291041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3044	0	8268518	0	0	0	0	755004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5204209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3046	0	4625968	0	27167955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91598229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1875700	0	0	0	0	0	0	0	0
3053	0	9783128	0	16812448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184935	14975577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2423831	48481897	0	0	0	0	0	0	0	0	0	0	0	0	0	3119680	0	0	0	0	0	0	0	0
3056	0	5289953	0	0	0	0	791229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3489130	0	4666546	40845	0	0	0	3304813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51714	0
3061	0	9074062	2860851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2680617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3064	0	14226977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4957905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3078	0	1438176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3079	0	6988698	0	26861367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49157	0	0	0	0	0	0	0	0	0	8224098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1624131	0	0	0	1317694	0	0	0	0
3086	0	8515892	0	35679957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45327929	0	0	0	0	28188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1253454	0	0	0	0	0	0	0	0
3107	0	15524637	0	64834590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119038158	106013705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4533911	0	0	0	2384858	0	0	0	0
3109	0	12372549	0	118653653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4333551	0	0	0	1184857	0	0	0	0
3121	0	9223550	0	112772902	0	0	0	0	194232	0	0	0	0	0	0	0	0	219746	0	91995586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3967602	0	0	0	386968	0	0	0	0
3134	0	9646342	0	179566285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118985771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10292996	0	0	0	7428630	0	0	0	0
3144	0	5821560	0	9632197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880762	0	0	0	0	0	0	0	0	0	0	0	0	1423825	0	0	0	0	0	0	0	0
3146	0	8509458	0	17125649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55797416	0	0	0	0	0	0	0	0	0	0	0	0	2519203	0	0	0	0	0	0	8549257	83933158	0	0	0	0	0	0	0	0	0	0	0	0	0	2449036	0	0	0	0	0	0	0	0
3148	0	17224542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	958818	543664	0	0	0	0	0	0	0	0	0	0	3585909	0	0	2618668	33695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3153	0	7509084	0	74041674	0	0	0	0	0	0	0	0	0	0	0	0	0	277925	0	0	116442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2788985	23332229	0	0	0	0	0	0	30048099	609413	0	0	0	0	0	5842340	0	0	0	0	0	0	0	0
3166	0	10589723	0	78380433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1615357	0	0	0	0	0	0	0	0
3172	0	5176370	0	17025949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50610603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3178	0	5435092	0	52097010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69607043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1239640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3184	0	4221488	0	41247765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65301667	0	0	4251575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1226213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3190	0	9632211	0	93973443	276594	0	374253	0	0	0	0	0	0	0	0	0	0	0	0	92312842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20620774	0	0	0	2717536	0	4127432	0	0
3205	0	7780956	0	53381407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3904125	0	0	0	1031964	0	0	0	0
3211	0	7087354	0	41519941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2520495	0	0	0	2125588	0	0	0	0
3217	0	30169696	0	0	0	0	1021058	0	0	0	0	0	0	0	0	0	0	0	1716128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3222	0	2964517	0	40893583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1520850	0	0	0	0	0	0	0	0
3224	0	10699498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927746	0	0	0	410220	0	0	0	0
3233	0	9008981	0	54603121	0	0	0	0	0	0	0	0	0	0	0	0	0	720296	169029267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4614056	0	0	0	0	0	0	0	0
3235	0	3934682	0	40259747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55758823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875606	0	0	0	0	0	0	0	0
3240	0	2377144	0	15220085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32969033	0	0	2178851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159149	0	0	0	0	0	0	0	0
3244	0	8932198	0	131953596	0	0	0	313290	0	0	0	0	0	0	0	0	0	123053	152162855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14559904	0	0	0	0	0	3202472	0	0
3248	0	20102273	0	85654392	0	0	462703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2778257	0	0	0	933292	0	0	0	0
3261	0	3751577	0	20297151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726798	0	0	0	447862	0	0	0	0
3269	0	12310155	0	79635181	0	0	468527	0	0	0	0	0	0	0	0	0	0	0	74011654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3502242	0	0	0	0	0	450893	0	0
3290	0	2516373	0	14373845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135970710	143915419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1156229	0	0	0	0	0	0	0	0
3295	0	15093748	0	1900686	0	0	473788	0	0	0	0	0	0	0	0	0	0	246183	110083338	0	219201	0	0	0	0	0	0	0	0	0	1785119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1513113	0	0	0	0	0	0	0	0
3309	0	28360238	0	6159295	0	0	835536	0	0	0	0	0	0	0	0	0	0	0	36283607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3313	0	6100000	0	13193833	0	0	833048	0	0	0	0	0	0	0	0	0	0	0	10247802	0	161650	0	0	0	0	0	135372150	0	0	0	0	1647898	0	0	0	0	0	0	0	22126465	0	0	0	0	78983503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532292	0	0
3323	0	14640360	0	37167536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47000590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399045	0	0	0	0
3329	0	3079600	0	19782601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62176772	0	0	0	0	0	0	0	0	0	0	0	1304400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636542	0	0	0	0	0	0	0	0
3333	0	12597410	0	103508290	0	0	695578	0	0	0	0	0	0	0	0	0	0	0	82195910	70636028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1531613	0	0	0	2309939	0	786414	0	0
3335	0	7012604	0	17468535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84489031	27748095	0	0	0	0	0	0	0	0	0	0	8002074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1400034	0	0	0	1527273	0	0	0	0
3351	0	12995125	0	0	0	0	1050729	0	20793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1275211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20402
4003	0	9613137	0	19227336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109326316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774092	0	0	0	0	0	0	0	0
4005	0	24768328	0	26356382	0	0	1585114	0	0	0	0	0	0	0	0	0	0	0	53263117	81052472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13332638	0	0	0	0	76075837	79953	0	0	0	0	0	0	0	1401913	0	0	0	0	0	0	0	0
4009	0	5539450	0	0	0	0	608094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4013	0	7657263	0	122928112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115321175	49407753	0	0	0	0	0	0	0	0	200148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2286627	0	0	0	0	0	0	0	0
4021	0	7582732	0	13650621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119845228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	841008	0	0	0	0	0	0	0	0
4022	0	17993260	0	60557212	0	0	716381	0	0	0	0	0	0	0	0	0	0	0	174976279	0	0	0	0	0	0	0	0	0	0	0	0	2200191	0	0	0	0	0	0	144143	9449856	0	0	0	0	0	0	0	0	0	0	0	0	0	2870655	0	0	0	0	0	0	0	0
4027	0	11204874	0	46760582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118963696	116425617	0	0	0	0	0	0	0	0	0	0	10332395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1909406	0	0	0	2173384	0	0	0	0
4044	0	12600495	0	0	0	0	578889	0	10341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4051	0	881172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4054	0	6283331	0	84737932	0	0	0	0	0	0	2379885	0	0	0	0	0	0	749079	101073234	0	536133	0	0	0	0	0	84729588	0	0	0	0	0	0	0	0	0	0	0	2177969	78896905	0	0	0	0	0	0	19646005	692563	0	0	0	0	0	8431773	0	0	0	0	0	0	0	0
4057	0	6333559	0	9501513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56009672	0	0	2312472	0	0	0	0	0	0	0	0	4115822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4062	0	5812340	0	21378515	156373	0	0	0	0	0	0	0	0	0	0	0	0	0	123482498	142215584	0	0	0	0	0	0	0	0	0	0	10496224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1591939	0	0	0	1338858	0	0	0	0
4064	0	13342250	0	120636963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144084053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1862914	0	0	0	0	2389737	0	0	0	0	0	561430	0	0
4073	0	8850298	0	133055889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156289006	81596321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2079530	0	0	0	0	0	0	0	0
4076	0	9623431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1244793	0	0	269137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851181	0	0	32720289	0	0	0	0	0	0	22018	0	11888507	0	0	0	4627791	0	1558309	0	0
4082	0	13613529	0	92826268	0	0	0	0	0	0	0	0	40591	0	0	0	0	157892	150895830	0	0	0	112183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43060835	0	0	0	0	0	0	0	0	10089754	0	0	0	5805958	195724	1771115	0	0
4087	0	8382792	0	89424751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92555083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16144287	0	0	0	0	33322294	0	0	0	3624591	0	0	0	0	6320781	0	0	0	2731530	0	922628	0	0
4097	0	22367171	0	0	0	0	1513674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4107	0	6162035	0	6014191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64114293	0	0	0	0	0	0	0	0	0	0	0	2912755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4111	0	5806869	0	0	0	0	443842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4113	0	3769993	0	18415887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78834691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4121	0	3651327	0	7414286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54460305	36907802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4124	0	6665449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1777431	826716	325159	0	117577	0	0	0	0	0	0	0	0	1785138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818686	0	0	0	0	0	0	0	0
4137	0	19053374	0	0	0	0	1960725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35939	0	0	0	51302749	0	55214	0	0	777224	0	9623500	0	0	0	0	0	0	0	0	0	0	0	0	12242913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4140	0	2491639	0	24236465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63548505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4146	0	10167325	0	3718496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75228517	0	0	0	0	0	0	0	0	0	0	0	2298206	0	0	0	0	0	0	0	0	0	754770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355000	0	0	0	0
4151	0	6926431	0	0	0	0	1502315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72649692	0	0	0	0	0	0	0	0	0	0	0	0	2865096	0	0	0	0	123044905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4156	0	11052313	0	0	0	0	585319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4161	0	3560990	0	10259782	0	0	264554	0	0	0	0	0	0	0	0	0	0	0	28560189	0	170552	0	0	0	0	0	0	0	0	0	0	2328882	0	0	0	0	0	0	3875969	62753944	0	0	0	0	0	0	8457963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4164	0	5890605	0	13975174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71558877	0	0	6140881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445112	0	0	0	0	0	0	0	0
4169	0	1633110	0	42118844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23209805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1307097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4174	0	7109061	0	118869204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8860430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180826	0	0	0	0	0	0	0	0	717915	0	0	0	0	0	5230463	0	0	0	0	0	0	0	0
4185	0	2460948	0	16731941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139363172	72398036	218397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36247142	0	0	1344086	0	0	0	0	0	3489775	0	0	0	0	1451483	0	0	0	0	0	0	0	0
4188	0	3096696	0	12260987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72958544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4190	0	11077728	0	0	0	0	648924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2880972	0	6924791	0	0	0	0	139827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4207	0	2015196	0	9724156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92795201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4214	0	3310424	0	5482589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132899016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4219	0	12174426	0	0	0	0	1661456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4801377	0	0	6033919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4223	0	8993066	0	0	0	0	586403	0	0	0	0	0	0	0	0	0	0	0	1710587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
