PLANTID,apple_id,ACCID,origin,species,use,country,world,release_year,acidity_16_stor,brix_16_stor,weight_16_stor,firmness_16_stor,brix_acid_16_stor,acidity_16_harv,juiciness_16_harv,date_16_harv,weight_16_harv,brix_16_harv,firmness_16_harv,flowering_16_harv,precocity_16_harv,brix_acid_16_harv,time_ripen_16_harv,percent_acidity_16,percent_brix_16,percent_weight_16,percent_firmness_16,percent_brix_acid_16,acidity_17_stor,brix_17_stor,weight_17_stor,firmness_17_stor,brix_acid_17_stor,brix_17_harv,acidity_17_harv,date_17_harv,firmness_17_harv,weight_17_harv,brix_acid_17_harv,percent_acidity_17,percent_brix_17,percent_weight_17,percent_firmness_17,percent_brix_acid_17,tpc,frap,time_ripen_2017
Belle de Nordhaussen,405,18270,USDA,domestica,dessert,Germany,old,1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.1706213,1.020740488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dermen Black Stayman,407,10440,USDA,domestica,dessert,United States,new,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.7179471,1.937715443,NA,NA,NA,NA,NA,NA,NA,7.3566,16.3,248.9075,5.07775,2.215697469,11.25819087,8.625093978,281.3126837,9.652001817,211.6618532,1.328376945,-14.70701631,44.7834753,17.59676873,-47.39174218,66.79734446,NA,NA,127.393351168681
Clear Heart,408,172765,USDA,domestica,dessert,Ireland,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.0353551,2.961631232,NA,NA,NA,NA,NA,NA,NA,7.1824,12.1,80.0925,4.279,1.684673647,11.70098252,9.532611883,253.9265069,8.217767663,119.565704,1.323138652,-24.65443797,3.410119478,-33.01381806,-47.92989805,27.32404452,NA,NA,97.0437928735425
Dufflin,410,152070,USDA,domestica,cider,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.8641956,2.488784319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edelborsdorfer,412,24660,USDA,domestica,dessert,Germany,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.049181,2.949328317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Discovery,413,21894,USDA,domestica,dessert,United Kingdom,old,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.3424962,1.007808575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.24673062,4.934007871,239.2792058,6.255233683,154.4741002,2.514298427,NA,NA,NA,NA,NA,NA,NA,87.2012079989167
Coe's Golden Drop,421,200103,USDA,domestica,dessert,United Kingdom,old,1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.685784,2.937715444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bessemianka Michurina,424,3710,USDA,domestica,dessert,Former Soviet Union,old,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.1593994,1.474367889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berglander,425,134033,USDA,domestica,dessert,Belgium,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.1499072,1.942332706,NA,NA,NA,NA,NA,NA,NA,3.9128,12.9,123.1266667,5.974333333,3.296871805,12.15695771,6.450181881,275.4767934,8.55670903,150.700886,1.93469915,-39.33814469,6.112074282,-18.29731732,-30.17954318,70.40746645,NA,NA,114.482817978814
Claudius Herbstapfel,426,133875,USDA,domestica,dessert,Germany,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.1405675,1.873777729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.35867484,8.021962254,239.8948458,5.62260252,116.7595747,1.445413908,NA,NA,NA,NA,NA,NA,NA,87.9631754809046
Blair,427,8871,USDA,domestica,dessert,Canada,new,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.9701711,1.558395307,NA,NA,NA,NA,NA,NA,NA,4.3952,13.3,NA,NA,3.026028395,14.61033386,9.546154868,253.724491,7.159751898,149.5724714,1.473476621,-53.95842556,-8.968541552,NA,NA,105.3665698,NA,NA,101.77512817579
Belle de Crollon,429,140130,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.5387648,0.989589437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devonshire Quarrenden,430,18245,USDA,domestica,dessert,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.9301592,1.071864989,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.63,3.9705,NA,10.95179449,5.501844609,229.4609162,7.181062791,128.2053284,2.014167827,NA,NA,-5.908746915,-44.70874137,NA,NA,NA,80.9407721523955
Earliblaze,432,19132,USDA,domestica,cider,United States,new,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.0191757,1.500489452,NA,NA,NA,NA,NA,NA,NA,5.36,10.5,176.46,6.1264,1.958955224,10.93956803,5.986699247,253.7299116,7.959237554,135.8836848,1.868679696,-10.46819325,-4.01814799,29.86106482,-23.02780313,4.830979242,NA,NA,102.695418994442
Bean,435,13751,USDA,domestica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.7993217,1.030087059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.24322388,6.914467139,275.6984669,10.84717743,108.4709742,1.730858921,NA,NA,NA,NA,NA,NA,NA,118.763892289369
Blenheim Orange,439,18328,USDA,domestica,dessert,United Kingdom,old,1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.8349988,2.53143694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.93108218,NA,274.7602755,8.676883564,270.3486613,NA,NA,NA,NA,NA,NA,NA,NA,120.612330903289
Court Pendu,440,18373,USDA,domestica,cider,Belgium,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.8582284,1.276536472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benoni,444,9333,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.2727995,3.464433483,NA,NA,NA,NA,NA,NA,NA,4.958,12.5,136.06,4.247,2.521177894,11.60098252,6.812411883,239.9265069,5.602167663,144.649704,1.759334895,-27.22107699,7.749494344,-5.938279674,-24.190059,43.30289825,NA,NA,NA
Cornish Gilliflower,446,8183,USDA,domestica,dessert,United Kingdom,old,1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.9301592,2.044906622,NA,NA,NA,NA,NA,NA,NA,6.968,13.7,NA,NA,1.966130884,14.05722737,11.39973401,268.4284245,9.591618279,159.3605,1.21636917,-38.87576678,-2.541236361,NA,NA,61.63932244,NA,NA,117.940772152396
Collamer Twenty Ounce,450,11269,USDA,domestica,dessert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.8189566,1.031436941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1258753,8.305795703,260.4892293,6.989831208,299.8570087,1.208542858,NA,NA,NA,NA,NA,NA,NA,106.451476991878
Damelot,451,140209,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.5387648,0.983601805,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,6.2942,NA,9.944772745,3.087666899,267.5835821,11.32143121,63.87850094,3.173813494,NA,NA,-13.89904398,-44.40455554,NA,NA,NA,113.78315446113
Early Crimson,457,19100,USDA,domestica,dessert,United Kingdom,old,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.9691199,0.945946986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonovka Ottawa,458,24787,USDA,domestica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.5774898,3.020740488,NA,NA,NA,NA,NA,NA,NA,9.7753,14.4,227.166,5.5962,1.479581563,13.37430259,15.60785417,282.0742723,7.642720126,267.6149789,0.756883023,-37.36935332,7.669165561,-15.11461694,-26.77737889,95.48351837,NA,NA,126.620806710315
Drakenstein,459,431936,USDA,domestica,dessert,South Africa,new,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.2768087,2.499286051,NA,NA,NA,NA,NA,NA,NA,2.8542,11.45,101.986,6.3144,4.317449771,10.15687441,3.746842888,257.3842165,8.389991496,101.9646016,2.710162869,-23.82386758,12.73153078,0.020986128,-24.73889868,59.30591551,NA,NA,101.860664830306
Brunnerling,464,134398,USDA,domestica,dessert,Europe,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.9206029,1.53278183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6258038,12.66268424,281.0279678,10.24740856,317.2815992,0.875961943,NA,NA,NA,NA,NA,NA,NA,128.898483506124
Ananas Berzenicki,468,201598,USDA,domestica,dessert,Lithuania,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.0815294,1.515557984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.54634226,7.402479019,232.4662594,8.492752993,235.7592675,1.946996625,NA,NA,NA,NA,NA,NA,NA,80.3694166285481
11W-19-18,47,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.0766887,1.500489452,NA,NA,NA,NA,NA,NA,NA,5.5878,15.4,NA,NA,2.756004152,13.89357426,8.408393328,253.8449809,8.988237554,184.9555713,1.62905753,-33.54497367,10.84260759,NA,NA,69.17782834,NA,NA,101.848365375336
Bob White,478,24897,USDA,domestica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.8786144,1.052542193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouteille,481,161196,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.5084623,1.953824273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caravel,485,3935,USDA,domestica,dessert,Canada,new,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.8912621,0.988784319,NA,NA,NA,NA,NA,NA,NA,2.9614,7,88.228,3.5422,2.363746876,9.500852116,6.756638691,229.2198335,5.894376005,117.2773435,1.387582741,-56.17051414,-26.32239809,-24.76978299,-39.90542855,70.34997678,NA,NA,82.2451112192549
Belle Norman,487,139555,USDA,domestica,cider,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.9843582,3.558395307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benitts Roter Finkenwerde,490,165073,USDA,domestica,dessert,Germany,old,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.2615615,1.058395307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.33320171,16.57483201,261.7454621,9.801672588,253.1785881,0.493616057,NA,NA,NA,NA,NA,NA,NA,107.892794127239
Carlton,491,8424,USDA,domestica,dessert,United States,new,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.9691199,0.945946986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anis Aliy K-32,493,17536,USDA,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.7208416,1.54180488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.66008718,8.879243454,253.9154907,7.805389625,110.9483829,1.26809595,NA,NA,NA,NA,NA,NA,NA,103.956421560369
Bemali,496,91465,USDA,domestica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.0683946,1.071864989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berner Rosen,503,17143,USDA,domestica,dessert,Switzerland,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.1730408,1.467128255,NA,NA,NA,NA,NA,NA,NA,5.3332,11,140.95,5.1132,2.062551564,10.2464673,6.933822766,257.7863512,8.321744798,156.7040834,1.452016902,-23.08427573,7.354073191,-10.05339689,-38.5561547,42.04735223,NA,NA,104.765826625975
Doux Normandie,504,18829,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.5387648,1.002088302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bella de Jardins,507,128375,USDA,domestica,NA,Spain,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.9430199,1.044113511,NA,NA,NA,NA,NA,NA,NA,5.4672,9.5,128.746,4.0242,1.737635353,12.32851088,6.304878811,257.3835396,7.258805558,155.0271683,1.924818572,-13.28620003,-22.94284284,-16.95262103,-44.56112693,-9.724720134,NA,NA,105.338673791837
Coast Apple,508,260647,USDA,domestica,dessert,South Africa,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.8820586,2.532458309,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.612,5.4316,NA,12.32847368,3.354424401,288.7951159,8.846872588,224.1835679,3.898495599,NA,NA,-2.931333442,-38.6042927,NA,NA,NA,134.733555269767
Bedford Red,512,9352,USDA,domestica,NA,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.7939225,2.058395307,NA,NA,NA,NA,NA,NA,NA,2.613,14.2,135.228,3.9166,5.434366628,12.1005377,5.04014004,282.2297028,8.335672588,168.0037246,2.437721841,-48.15620242,17.35015707,-19.50892737,-53.01398947,122.9280855,NA,NA,130.305145132326
Duchess,515,2791,USDA,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.9843582,1.020740489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.7454621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8927941272393
Cheal's Golden Gem,522,215642,USDA,domestica,dessert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.8925521,1.052542193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crown Prince Rudolf,523,22335,USDA,domestica,dessert,Austria,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.659554,1.473531086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.75867484,11.50596225,260.8948458,9.32780252,89.76957471,1.047205548,NA,NA,NA,NA,NA,NA,NA,NA
Dulcina,524,96059,USDA,domestica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.3360493,0.945946986,NA,NA,NA,NA,NA,NA,NA,2.3048,10.5,156.34,8.1516,4.555709823,9.800982516,3.047011883,267.9265069,10.86776766,166.955704,3.04982896,-24.3586803,7.132116426,-6.358395501,-24.9928757,49.37591199,NA,NA,116.043792873542
Ashmead's Kernel,529,18745,USDA,domestica,dessert,United Kingdom,old,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.0853066,0.919669344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drap d'Or Guemene,536,134022,USDA,domestica,NA,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.1706213,1.501417692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Binet Rouge,537,138366,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.869469,2.032273743,NA,NA,NA,NA,NA,NA,NA,1.407,15.7,34.682,7.1914,11.15849325,9.533824562,2.601774174,278.4071989,11.07527012,45.59039425,3.506291931,-45.92151716,64.6768293,-23.92695749,-35.06794938,218.2419909,NA,NA,121.306619859638
8S-26-52,54,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.1129318,2.034766941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkad Zimnyi,541,197617,USDA,domestica,dessert,Poland,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.2557535,1.071133424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belle de Boskoop,548,226719,USDA,domestica,dessert,Netherlands,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.9341111,2.459830049,NA,NA,NA,NA,NA,NA,NA,9.246,13.95,220.032,5.2753,1.505738285,12.26362935,10.80465533,279.1155099,9.358626473,232.4248366,1.15324566,-14.42577561,13.75099169,-5.33197603,-43.63168553,30.56526781,NA,NA,127.244331234908
Binet Blanc,550,132248,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.9746784,0.993782122,NA,NA,NA,NA,NA,NA,NA,1.876,13.9,70.946,8.7782,7.409381663,12.07324282,2.901377601,267.581679,10.82432561,69.64026555,3.927321819,-35.34106007,15.13062565,1.874970523,-18.90303088,88.66245257,NA,NA,110.48057509834
Cimitiere,551,7081,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.0980666,0.942332706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.27706738,1.841796534,268.3414331,9.541653112,58.40699062,5.704952935,NA,NA,NA,NA,NA,NA,NA,109.45453123805
Battleford,556,3750,USDA,domestica,dessert,Canada,new,1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.0592165,1.023435261,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.155,3.9625,NA,11.84297127,7.529864396,239.5289876,6.356608561,142.177657,1.577749798,NA,NA,-28.1497514,-37.66330014,NA,NA,NA,89.2719761562299
Alexander,558,9141,USDA,domestica,dessert,Ukraine,old,1805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.0811799,0.941380197,NA,NA,NA,NA,NA,NA,NA,4.5158,11.6,222.784,2.9142,2.568758581,11.35867484,5.676962254,253.8948458,5.89700252,231.8535747,2.042794577,-20.45393649,2.124589028,-3.911768332,-50.58167281,25.74727826,NA,NA,99.9631754809046
Bramley,562,186774,USDA,domestica,dessert,United Kingdom,old,1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.3424962,1.942332706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bietigheimer,567,7658,USDA,domestica,dessert,Germany,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.0492261,2.98878432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3258753,9.953995703,253.4892293,8.036081208,459.5985087,1.128539655,NA,NA,NA,NA,NA,NA,NA,103.451476991878
Annie Elizabeth,568,7684,USDA,domestica,dessert,United Kingdom,old,1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.8189566,1.032273743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bella di Pontoise,569,127885,USDA,domestica,dessert,France,old,1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.1013731,1.534766942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2005377,6.66154004,289.2297028,11.07307259,290.9857246,1.50005034,NA,NA,NA,NA,NA,NA,NA,135.305145132326
Baxter,572,21301,USDA,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.152431,3.016528801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bashkirian Beauty,573,287716,USDA,domestica,NA,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.9079204,0.941380196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Astrachan,578,NA,Kentville,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.5387648,1.058395306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.44477274,10.0422669,239.5835821,4.473831208,264.9045009,1.251761248,NA,NA,NA,NA,NA,NA,NA,87.7831544611299
GA6132,580,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.0011783,1.071864988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.80305128,12.86454918,281.6921296,11.33015299,140.7089322,0.90045459,NA,NA,NA,NA,NA,NA,NA,129.940772152396
Kent VI,581,NA,Kentville,domestica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.5437294,1.008645377,NA,NA,NA,NA,NA,NA,NA,4.5962,12.3,172.69,7.0896,2.676123754,12.37947412,6.612780197,288.5729701,7.966033683,191.6249391,1.846033699,-30.49519472,-0.641983012,-9.881249881,-11.00213378,44.9661377,NA,NA,134.555840793175
Canada Grise,583,NA,Kentville,domestica,dessert,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.005771,2.018939305,NA,NA,NA,NA,NA,NA,NA,7.7854,15.5,193.488,3.822,1.990906055,12.71552373,12.43260793,278.5988028,10.01038688,311.9775784,1.07637934,-37.37918833,21.89824284,-37.98015839,-61.81965745,84.9632356,NA,NA,124.700693290124
Ottawa 381,586,NA,Kentville,domestica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.0559263,1.92569595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.985919848,8.521617981,260.9309785,9.405776465,150.9081895,1.226210975,NA,NA,NA,NA,NA,NA,NA,106.820436151138
Princesse,589,NA,Kentville,domestica,dessert,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.0915519,1.997071486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Korona,592,NA,Kentville,domestica,dessert,Canada,new,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.1710287,1.002254001,NA,NA,NA,NA,NA,NA,NA,2.3584,11.6,200.096,2.8384,4.918588874,10.74072249,2.846738357,250.0789603,6.174336898,193.3631579,3.845342934,-17.15431119,8.000183532,3.481967408,-54.02907151,27.91027897,NA,NA,96.9398414655851
S47-21-33,594,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.0598928,1.502254001,NA,NA,NA,NA,NA,NA,NA,10.8406,13.5,NA,NA,1.245318525,12.84231274,15.32842843,250.4562587,6.780636898,205.6462005,0.851977085,-29.27781182,5.121252457,NA,NA,46.16807729,NA,NA,98.5256278929312
S42-38-04,596,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.1690433,2.567741878,NA,NA,NA,NA,NA,NA,NA,5.963,13.1,233.89,4.265333333,2.196880765,13.64399831,10.05956702,264.6410245,8.631904321,211.5987376,1.266266755,-40.72309485,-3.987088678,10.53468593,-50.58641553,73.49273021,NA,NA,110.27352337525
S47-25-41,599,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.5387648,0.988784319,NA,NA,NA,NA,NA,NA,NA,11.0684,12.7,NA,NA,1.147410647,13.12336999,13.2083656,243.8423822,5.792376005,172.2643775,0.945373207,-16.20159272,-3.226076757,NA,NA,21.37118312,NA,NA,85.7831544611299
S23-06-133,600,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.2794956,1.987979202,NA,NA,NA,NA,NA,NA,NA,1.7152,15.2,151.858,4.4642,8.861940299,13.8806506,3.193193216,268.2982523,7.806120802,167.1353445,4.342035175,-46.28574332,9.504953593,-9.140702431,-42.81154349,104.0964649,NA,NA,114.263670110821
S23-05-01,601,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.1706213,0.961631232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.31540347,10.21887633,246.4030825,8.228367663,165.2173698,1.149849619,NA,NA,NA,NA,NA,NA,NA,94.3488192933911
S47-21-25,611,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.0657328,1.545743425,NA,NA,NA,NA,NA,NA,NA,8.308,11.9,92.972,4.3336,1.432354357,12.24132347,13.85252808,243.5204551,6.86150903,158.8590215,0.959952218,-40.02538776,-2.788288963,-41.47515255,-36.84188156,49.21100551,NA,NA,90.4504673707815
S47-21-32,612,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.9470301,0.941380196,NA,NA,NA,NA,NA,NA,NA,4.4354,11.5,NA,NA,2.5927763,11.47249538,7.356722762,243.185911,6.746877152,193.0998291,1.61207562,-39.70956711,0.239744045,NA,NA,60.83465735,NA,NA,91.1111425818771
